topic	retrievedUrl	archivedUrl	sentenceHash	sentence	annotation	set
abortion	http://2012election.procon.org/view.additional-resource.php?resourceID=004933	http://web.archive.org/web/20150415052859/http://2012election.procon.org/view.additional-resource.php?resourceID=004933	a1d2d5656a5029eb558812b8259b6567	-	NoArgument	val
abortion	http://www.listland.com/top-10-arguments-in-support-of-abortion/	http://web.archive.org/web/20160829133344/http://www.listland.com/top-10-arguments-in-support-of-abortion/	a4374eb8cae2c1d52499d0489c7bfb1d	-	NoArgument	train
abortion	http://www.americamagazine.org/issue/feminist-case-against-abortion	http://web.archive.org/web/20160422223822/http://americamagazine.org:80/issue/feminist-case-against-abortion	825b1a5e0e7915950a2a4a657230d530	-	NoArgument	val
abortion	http://www.strangenotions.com/answering-three-common-arguments-for-abortion/	http://web.archive.org/web/20160916225634/http://www.strangenotions.com/answering-three-common-arguments-for-abortion/	644379f8e228f50f0871270164878c9b	-	Argument_against	train
abortion	http://www.healthguidance.org/entry/13561/1/Pros-and-Cons-of-Abortion.html	http://web.archive.org/web/20160425042210/http://www.healthguidance.org:80/entry/13561/1/Pros-and-Cons-of-Abortion.html	51eefb36e8947e42403e336536cb00f0	-	NoArgument	test
abortion	http://www.newyorker.com/news/daily-comment/arguing-abortion	http://web.archive.org/web/20160423035951/http://www.newyorker.com:80/news/daily-comment/arguing-abortion	4662ecf604672800eec5921f49f14377	-	Argument_for	train
abortion	http://www.americamagazine.org/issue/feminist-case-against-abortion	http://web.archive.org/web/20160422223822/http://americamagazine.org:80/issue/feminist-case-against-abortion	3c7c91561f821091bfa71eca931132c4	-	NoArgument	train
abortion	http://www.abort73.com/abortion/	http://web.archive.org/web/20160409155215/http://www.abort73.com:80/abortion/	27cefaf95adf25e84c58e4dbe36de89c	-	NoArgument	train
abortion	http://www.peterkreeft.com/topics-more/personhood_apple.htm	http://web.archive.org/web/20161109201817/http://www.peterkreeft.com/topics-more/personhood_apple.htm	d3aff9ac5bcede0858a2fe73bbd9b93e	-	NoArgument	train
abortion	http://www.healthguidance.org/entry/13561/1/Pros-and-Cons-of-Abortion.html	http://web.archive.org/web/20160425042210/http://www.healthguidance.org:80/entry/13561/1/Pros-and-Cons-of-Abortion.html	aa7ee4ab3a30b2a0a49ac123f4be592f	-	NoArgument	test
abortion	http://www.strangenotions.com/answering-three-common-arguments-for-abortion/	http://web.archive.org/web/20160916225634/http://www.strangenotions.com/answering-three-common-arguments-for-abortion/	1aa2de4124f78cf3d2f8df5bfa552671	-	Argument_for	train
abortion	https://abortion.ws/2013/09/04/late-term-abortion-bans-the-pros-and-cons/	http://web.archive.org/web/20160909023546/https://abortion.ws/2013/09/04/late-term-abortion-bans-the-pros-and-cons/	b26d402601f18c34d1ff6fe583654f7c	-	NoArgument	train
abortion	http://liveactionnews.org/four-non-religious-reasons-to-be-pro-life/	http://web.archive.org/web/20161025021631/http://liveactionnews.org/four-non-religious-reasons-to-be-pro-life/	8fdcc38014b9c1a1c9732552c47aa3ba	-	Argument_against	train
